trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1926,False,"{'a': 0.001, 'e': 0.14587575685622736}",20,14,12.66192995859561,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1927,False,"{'a': 0.001, 'e': 0.14572995401294303}",20,0,20.334786249853785,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
1928,False,"{'a': 0.001, 'e': 0.14558429689962482}",25,2,21.704929165843186,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
1929,False,"{'a': 0.001, 'e': 0.1454387853706157}",20,14,11.887520531738692,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1930,False,"{'a': 0.001, 'e': 0.145293419280404}",20,10,20.100164481179995,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1931,False,"{'a': 0.001, 'e': 0.14514819848362373}",25,10,14.331549051094541,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1932,False,"{'a': 0.001, 'e': 0.145003122835054}",25,12,19.077844394477726,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1933,False,"{'a': 0.001, 'e': 0.14485819218961926}",25,10,26.357463344400365,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1934,False,"{'a': 0.001, 'e': 0.14471340640238872}",20,11,16.43221436331433,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1935,False,"{'a': 0.001, 'e': 0.14456876532857668}",25,11,16.09841090082528,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1936,False,"{'a': 0.001, 'e': 0.14442426882354198}",20,2,-17.90671721053681,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1937,False,"{'a': 0.001, 'e': 0.14427991674278817}",20,0,-11.849468631779029,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1938,False,"{'a': 0.001, 'e': 0.1441357089419631}",20,12,11.257650561975197,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1939,False,"{'a': 0.001, 'e': 0.143991645276859}",20,9,7.496930330561668,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1940,False,"{'a': 0.001, 'e': 0.14384772560341216}",30,16,14.614843421660474,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1941,False,"{'a': 0.001, 'e': 0.14370394977770293}",20,14,-13.279803180893007,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1942,False,"{'a': 0.001, 'e': 0.14356031765595542}",25,20,10.95317993856238,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1943,False,"{'a': 0.001, 'e': 0.14341682909453757}",25,16,15.916312985345913,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1944,False,"{'a': 0.001, 'e': 0.14327348394996073}",20,2,6.071547809795115,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
1945,False,"{'a': 0.001, 'e': 0.14313028207887982}",25,20,11.922239794312556,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1946,False,"{'a': 0.001, 'e': 0.14298722333809288}",20,14,11.029373811004719,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1947,False,"{'a': 0.001, 'e': 0.14284430758454122}",20,6,11.621026568531482,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1948,False,"{'a': 0.001, 'e': 0.14270153467530902}",35,21,23.966251587553504,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1949,False,"{'a': 0.001, 'e': 0.14255890446762343}",20,8,10.475904942417046,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1950,False,"{'a': 0.001, 'e': 0.14241641681885414}",20,4,7.3710809870754375,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
1951,False,"{'a': 0.001, 'e': 0.1422740715865136}",20,15,7.0917335289876196,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1952,False,"{'a': 0.001, 'e': 0.1421318686282564}",20,1,15.780606996720895,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1953,False,"{'a': 0.001, 'e': 0.14198980780187978}",20,10,20.021771062999928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1954,False,"{'a': 0.001, 'e': 0.14184788896532272}",25,19,12.62219988217555,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1955,False,"{'a': 0.001, 'e': 0.1417061119766665}",25,14,21.41677192128826,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1956,False,"{'a': 0.001, 'e': 0.14156447669413402}",30,22,15.402905282938438,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1957,False,"{'a': 0.001, 'e': 0.14142298297609007}",20,2,-22.90766846499973,"{0: 15, 1: 0, 2: 1, 3: 2, 4: 0}",1
1958,False,"{'a': 0.001, 'e': 0.14128163068104085}",20,12,18.496509756557515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1959,False,"{'a': 0.001, 'e': 0.1411404196676341}",25,0,15.65877282359788,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
1960,False,"{'a': 0.001, 'e': 0.14099934979465875}",20,8,9.258356903133432,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1961,False,"{'a': 0.001, 'e': 0.140858420921045}",30,7,-46.008122489726844,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 2}",1
1962,False,"{'a': 0.001, 'e': 0.14071763290586387}",25,16,15.839625580999122,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1963,False,"{'a': 0.001, 'e': 0.1405769856083274}",25,20,8.979365043744533,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1964,False,"{'a': 0.001, 'e': 0.1404364788877882}",20,6,1.3755350064436642,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
1965,False,"{'a': 0.001, 'e': 0.14029611260373964}",25,19,10.290626564937753,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1966,False,"{'a': 0.001, 'e': 0.14015588661581535}",20,15,-12.404402518297022,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1967,False,"{'a': 0.001, 'e': 0.1400158007837894}",20,2,17.647281919513105,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1968,False,"{'a': 0.001, 'e': 0.13987585496757585}",30,7,36.88894898534422,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1969,False,"{'a': 0.001, 'e': 0.13973604902722894}",25,9,-29.223689908304397,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 1}",1
1970,False,"{'a': 0.001, 'e': 0.1395963828229427}",20,5,24.687820540073492,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1971,False,"{'a': 0.001, 'e': 0.13945685621505094}",20,15,-2.21254049308277,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
1972,False,"{'a': 0.001, 'e': 0.13931746906402698}",25,0,-24.137087983591698,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
1973,False,"{'a': 0.001, 'e': 0.13917822123048373}",20,4,28.380332083411048,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1974,False,"{'a': 0.001, 'e': 0.13903911257517326}",20,12,16.060067708895428,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1975,False,"{'a': 0.001, 'e': 0.138900142958987}",20,13,1.563018381838272,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1976,False,"{'a': 0.001, 'e': 0.13876131224295524}",20,0,7.239776402989327,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
1977,False,"{'a': 0.001, 'e': 0.13862262028824732}",25,3,21.493264827337146,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",1
1978,False,"{'a': 0.001, 'e': 0.13848406695617121}",20,7,19.404163678555474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1979,False,"{'a': 0.001, 'e': 0.13834565210817362}",20,11,14.853636575384785,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1980,False,"{'a': 0.001, 'e': 0.13820737560583965}",20,13,0.3932011904441268,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1981,False,"{'a': 0.001, 'e': 0.13806923731089282}",20,6,23.891518487882394,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1982,False,"{'a': 0.001, 'e': 0.13793123708519478}",25,19,12.971055960231286,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1983,False,"{'a': 0.001, 'e': 0.13779337479074535}",20,0,25.30683659569785,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1984,False,"{'a': 0.001, 'e': 0.13765565028968216}",25,11,22.53471390248833,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1985,False,"{'a': 0.001, 'e': 0.13751806344428075}",30,7,35.96961858795217,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1986,False,"{'a': 0.001, 'e': 0.13738061411695424}",30,2,0.8245647987201232,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 0}",1
1987,False,"{'a': 0.001, 'e': 0.13724330217025332}",30,4,9.955506795909358,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 0}",1
1988,False,"{'a': 0.001, 'e': 0.13710612746686596}",20,12,9.203645288422871,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1989,False,"{'a': 0.001, 'e': 0.13696908986961753}",25,15,-1.3935185995593982,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
1990,False,"{'a': 0.001, 'e': 0.13683218924147036}",30,20,17.51161069121334,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1991,False,"{'a': 0.001, 'e': 0.13669542544552385}",30,15,8.795749249602203,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1992,False,"{'a': 0.001, 'e': 0.13655879834501417}",30,0,0.28975754895500083,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
1993,False,"{'a': 0.001, 'e': 0.13642230780331424}",20,14,10.778817741377058,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1994,False,"{'a': 0.001, 'e': 0.13628595368393343}",20,13,4.473617548234244,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1995,False,"{'a': 0.001, 'e': 0.1361497358505177}",25,12,16.048148874647325,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1996,False,"{'a': 0.001, 'e': 0.13601365416684916}",20,10,16.152815766651305,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1997,False,"{'a': 0.001, 'e': 0.13587770849684613}",20,16,7.300527849157961,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1998,False,"{'a': 0.001, 'e': 0.13574189870456288}",20,5,14.263713726719597,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
1999,False,"{'a': 0.001, 'e': 0.1356062246541897}",20,12,-28.513232924181,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2000,False,"{'a': 0.001, 'e': 0.13547068621005243}",25,19,-1.2546733424102978,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2001,False,"{'a': 0.001, 'e': 0.1353352832366127}",35,0,13.867920205289309,"{0: 32, 1: 0, 2: 3, 3: 0, 4: 0}",0
2002,False,"{'a': 0.001, 'e': 0.13520001559846748}",20,14,11.2106705694022,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2003,False,"{'a': 0.001, 'e': 0.13506488316034906}",30,22,15.219283779005034,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2004,False,"{'a': 0.001, 'e': 0.13492988578712511}",20,0,27.68710828589125,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2005,False,"{'a': 0.001, 'e': 0.1347950233437982}",25,17,3.948697283400104,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2006,False,"{'a': 0.001, 'e': 0.13466029569550586}",30,18,4.437797650495931,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2007,False,"{'a': 0.001, 'e': 0.1345257027075204}",30,16,9.72982168012911,"{0: 12, 1: 2, 2: 0, 3: 0, 4: 0}",1
2008,False,"{'a': 0.001, 'e': 0.1343912442452489}",30,22,14.684099851381431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2009,False,"{'a': 0.001, 'e': 0.13425692017423285}",20,3,15.876086561699712,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2010,False,"{'a': 0.001, 'e': 0.13412273036014816}",25,16,-7.573559701846749,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
2011,False,"{'a': 0.001, 'e': 0.13398867466880493}",20,4,-5.5984761548449,"{0: 14, 1: 0, 2: 1, 3: 1, 4: 0}",1
2012,False,"{'a': 0.001, 'e': 0.13385475296614763}",25,2,32.81338185600541,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
2013,False,"{'a': 0.001, 'e': 0.1337209651182544}",20,8,24.774161807332185,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2014,False,"{'a': 0.001, 'e': 0.13358731099133747}",30,8,-44.014129451483186,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 2}",1
2015,False,"{'a': 0.001, 'e': 0.1334537904517426}",30,8,39.23267566509462,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2016,False,"{'a': 0.001, 'e': 0.13332040336594936}",20,8,8.243229282605977,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2017,False,"{'a': 0.001, 'e': 0.1331871496005706}",25,14,-34.69797492724735,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
2018,False,"{'a': 0.001, 'e': 0.13305402902235253}",20,14,12.908662639249673,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2019,False,"{'a': 0.001, 'e': 0.13292104149817452}",25,11,26.679826692870282,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2020,False,"{'a': 0.001, 'e': 0.13278818689504915}",35,17,26.192542075101898,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2021,False,"{'a': 0.001, 'e': 0.13265546508012172}",25,11,0.6727044830153401,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2022,False,"{'a': 0.001, 'e': 0.13252287592067044}",25,15,18.61894484850721,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2023,False,"{'a': 0.001, 'e': 0.13239041928410605}",30,5,6.63535285851847,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
2024,False,"{'a': 0.001, 'e': 0.13225809503797206}",30,14,3.7646277957951297,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
2025,False,"{'a': 0.001, 'e': 0.1321259030499441}",25,15,17.061193845570255,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2026,False,"{'a': 0.001, 'e': 0.13199384318783022}",25,20,11.62306442464931,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2027,False,"{'a': 0.001, 'e': 0.13186191531957048}",25,17,17.293285598626227,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2028,False,"{'a': 0.001, 'e': 0.13173011931323708}",20,15,11.029089943537636,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
2029,False,"{'a': 0.001, 'e': 0.131598455037034}",30,20,21.059104368049262,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2030,False,"{'a': 0.001, 'e': 0.13146692235929688}",20,9,14.669446402185654,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2031,False,"{'a': 0.001, 'e': 0.13133552114849303}",30,13,-7.563225411993579,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
2032,False,"{'a': 0.001, 'e': 0.13120425127322136}",20,0,7.973894992350082,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
2033,False,"{'a': 0.001, 'e': 0.13107311260221188}",20,14,-0.47343567263026065,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2034,False,"{'a': 0.001, 'e': 0.13094210500432593}",20,6,8.732892263921634,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
2035,False,"{'a': 0.001, 'e': 0.13081122834855582}",30,7,25.716251520631396,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
2036,False,"{'a': 0.001, 'e': 0.13068048250402503}",25,0,22.922374054671007,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2037,False,"{'a': 0.001, 'e': 0.13054986733998764}",20,11,19.041079024637906,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2038,False,"{'a': 0.001, 'e': 0.13041938272582848}",20,12,12.29342016015051,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2039,False,"{'a': 0.001, 'e': 0.13028902853106283}",30,22,15.896304417685581,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2040,False,"{'a': 0.001, 'e': 0.13015880462533663}",20,12,12.490914684763771,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2041,False,"{'a': 0.001, 'e': 0.1300287108784259}",20,5,23.949504894420837,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2042,False,"{'a': 0.001, 'e': 0.12989874716023692}",25,9,2.346982527054461,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
2043,False,"{'a': 0.001, 'e': 0.1297689133408058}",25,19,10.07074751767321,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2044,False,"{'a': 0.001, 'e': 0.12963920929029896}",30,7,38.555280480499306,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
2045,False,"{'a': 0.001, 'e': 0.12950963487901218}",25,17,13.551901791118105,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2046,False,"{'a': 0.001, 'e': 0.12938018997737108}",25,3,36.120412536120135,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
2047,False,"{'a': 0.001, 'e': 0.12925087445593067}",25,10,20.207714396588486,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2048,False,"{'a': 0.001, 'e': 0.12912168818537556}",25,11,28.353327978320664,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2049,False,"{'a': 0.001, 'e': 0.1289926310365194}",20,13,12.700943046950162,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2050,False,"{'a': 0.001, 'e': 0.12886370288030502}",20,7,11.586971298088727,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2051,False,"{'a': 0.001, 'e': 0.12873490358780423}",30,8,-7.91207953208863,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 0}",1
2052,False,"{'a': 0.001, 'e': 0.12860623303021773}",35,18,32.01863523636718,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2053,False,"{'a': 0.001, 'e': 0.12847769107887502}",30,10,-19.58911925999617,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
2054,False,"{'a': 0.001, 'e': 0.12834927760523412}",25,15,20.632698748450775,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2055,False,"{'a': 0.001, 'e': 0.1282209924808815}",25,14,19.30675391281735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2056,False,"{'a': 0.001, 'e': 0.12809283557753198}",20,11,6.220363987243988,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2057,False,"{'a': 0.001, 'e': 0.1279648067670288}",30,19,19.053187538956074,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2058,False,"{'a': 0.001, 'e': 0.12783690592134303}",25,0,30.501015062136673,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
2059,False,"{'a': 0.001, 'e': 0.12770913291257383}",20,13,8.317086433793298,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
2060,False,"{'a': 0.001, 'e': 0.12758148761294813}",30,24,13.008065311487394,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2061,False,"{'a': 0.001, 'e': 0.12745396989482075}",20,10,6.8047877497214895,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2062,False,"{'a': 0.001, 'e': 0.12732657963067387}",20,14,0.8670962356383152,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2063,False,"{'a': 0.001, 'e': 0.1271993166931172}",25,13,22.948259125003183,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2064,False,"{'a': 0.001, 'e': 0.12707218095488781}",25,16,15.701012551387537,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2065,False,"{'a': 0.001, 'e': 0.12694517228885002}",20,7,23.675683410496966,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2066,False,"{'a': 0.001, 'e': 0.1268182905679951}",20,14,13.709718905508085,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2067,False,"{'a': 0.001, 'e': 0.1266915356654413}",20,10,-20.996709925814177,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2068,False,"{'a': 0.001, 'e': 0.12656490745443366}",25,18,15.342120139237629,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2069,False,"{'a': 0.001, 'e': 0.1264384058083441}",25,18,11.890289388108412,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2070,False,"{'a': 0.001, 'e': 0.12631203060067087}",25,15,17.17735129070675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2071,False,"{'a': 0.001, 'e': 0.12618578170503877}",20,4,-13.951644424496047,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
2072,False,"{'a': 0.001, 'e': 0.12605965899519883}",30,15,11.278644895590975,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2073,False,"{'a': 0.001, 'e': 0.12593366234502845}",30,18,10.822472475833269,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2074,False,"{'a': 0.001, 'e': 0.12580779162853092}",20,16,7.340687291313844,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2075,False,"{'a': 0.001, 'e': 0.1256820467198355}",20,14,10.610140721128563,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2076,False,"{'a': 0.001, 'e': 0.1255564274931972}",20,13,9.24712909838551,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2077,False,"{'a': 0.001, 'e': 0.12543093382299692}",20,8,-2.1392528956388643,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
2078,False,"{'a': 0.001, 'e': 0.12530556558374092}",30,20,14.970144632728278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2079,False,"{'a': 0.001, 'e': 0.12518032265006093}",30,15,15.392856417639097,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2080,False,"{'a': 0.001, 'e': 0.12505520489671398}",20,9,19.74310246607056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2081,False,"{'a': 0.001, 'e': 0.12493021219858241}",25,10,17.320111011045586,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
2082,False,"{'a': 0.001, 'e': 0.12480534443067345}",20,9,8.3071381161141,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2083,False,"{'a': 0.001, 'e': 0.12468060146811931}",25,17,-8.033431782593269,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
2084,False,"{'a': 0.001, 'e': 0.12455598318617699}",35,21,19.35342160061998,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2085,False,"{'a': 0.001, 'e': 0.12443148946022826}",20,16,7.150645576262445,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2086,False,"{'a': 0.001, 'e': 0.12430712016577938}",30,2,35.52552159082238,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
2087,False,"{'a': 0.001, 'e': 0.12418287517846102}",20,15,1.6519011924183196,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
2088,False,"{'a': 0.001, 'e': 0.12405875437402814}",25,15,20.91376165916722,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2089,False,"{'a': 0.001, 'e': 0.12393475762836002}",20,12,14.814994575718803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2090,False,"{'a': 0.001, 'e': 0.12381088481745986}",30,20,15.027081601517544,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2091,False,"{'a': 0.001, 'e': 0.12368713581745483}",25,14,20.500244761637674,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2092,False,"{'a': 0.001, 'e': 0.12356351050459588}",20,6,24.899116247148907,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2093,False,"{'a': 0.001, 'e': 0.12344000875525778}",25,17,13.468756977878039,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2094,False,"{'a': 0.001, 'e': 0.12331663044593871}",30,16,24.054886480576656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2095,False,"{'a': 0.001, 'e': 0.12319337545326038}",20,8,20.67944510389216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2096,False,"{'a': 0.001, 'e': 0.12307024365396771}",20,6,-7.596091668467239,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
2097,False,"{'a': 0.001, 'e': 0.122947234924929}",20,0,-27.29516709282604,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
2098,False,"{'a': 0.001, 'e': 0.12282434914313546}",20,10,-22.207238957267037,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
2099,False,"{'a': 0.001, 'e': 0.1227015861857013}",25,18,14.593064845493533,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2100,False,"{'a': 0.001, 'e': 0.1225789459298635}",25,14,24.65219705731721,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2101,False,"{'a': 0.001, 'e': 0.1224564282529819}",20,9,6.2626939958222,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2102,False,"{'a': 0.001, 'e': 0.12233403303253876}",25,11,14.227898635935762,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2103,False,"{'a': 0.001, 'e': 0.12221176014613884}",25,8,29.289769385909242,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2104,False,"{'a': 0.001, 'e': 0.1220896094715092}",20,4,15.120822932270597,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2105,False,"{'a': 0.001, 'e': 0.12196758088649925}",20,12,11.645147443344127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2106,False,"{'a': 0.001, 'e': 0.12184567426908036}",20,10,18.726012723170292,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2107,False,"{'a': 0.001, 'e': 0.12172388949734589}",25,17,15.59767041594089,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2108,False,"{'a': 0.001, 'e': 0.121602226449511}",35,18,-8.976800709304602,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
